-0.12145353	-0.111820094	-0.03381692	-0.030076282	0.013871317	-0.04795111	0.0780801	-0.054219693	-0.096127234	0.03347713	0.029463936	-0.012736338	-0.050480668	0.09745875	-0.1107257	-0.07102316
-0.22365306	1.6619662e-05	-0.09224714	0.018444698	0.05656065	-0.08085593	-0.0060031055	-0.1617694	-0.0314669	-0.12016153	-0.027677549	0.07580658	-0.18991897	0.036079306	-0.018818239	-0.12731886
0.034192316	0.2670668	-0.07069199	-0.1353779	-0.08649651	0.21760304	-0.21204853	-0.08731046	-0.15963048	-0.08562445	0.17081745	-0.036513343	-0.001857121	0.085965656	-0.26192382	0.20414053
-0.21178879	0.154531	-0.27702832	-0.14966938	-0.3603831	-0.11127056	-0.24906833	-0.2575596	-0.30251873	-0.15844038	-0.2815649	0.26491582	-0.11312983	-0.16403364	0.30379802	-0.057502683
-0.16261125	0.24392189	-0.058945935	-0.03349063	-0.0023381875	-0.07335532	-0.053524386	-0.11974491	-0.0780377	-0.1571863	-0.0654084	0.0024885128	-0.16032353	-0.08114743	0.05982911	-0.22240388
-0.25442404	0.097298376	-0.044859856	-0.09408272	-0.009224378	-0.058612127	-0.040167443	-0.2472489	-0.17228875	-0.090685345	0.0048418487	0.1564372	-0.12924641	-0.030593092	0.032638367	-0.13362604
-0.13098072	0.37971023	-0.15860361	0.049338806	-0.15350501	-0.42730325	-0.2048339	-0.1250228	-0.30422065	-0.10664203	-0.27092084	-0.21492341	-0.24874856	-0.36744604	0.22030742	-0.038784392
-0.13449284	0.061356906	0.03697953	0.006908965	-0.0034503303	-0.09149017	-0.08985258	-0.05613845	-0.17273471	-0.1789818	0.019035567	0.061158035	-0.17066921	0.0098439995	-0.026660144	-0.035821658
-0.18394251	0.27556255	-0.101943776	-0.24483737	-0.26635182	-0.11679468	-0.17782937	-0.29402542	-0.23267838	0.12144963	-0.19976224	0.1316754	0.20387991	-0.24909087	0.2780655	0.14617911
-0.09723369	0.032449953	-0.024118839	-0.11416872	0.07712666	-0.24150296	-0.0010782039	-0.15290195	0.012203412	-0.09953429	-0.003483609	0.0093093	-0.07998393	-0.085125096	0.11664292	0.0070691453
-0.32883167	0.054336503	-0.21978861	-0.326674	-0.33459038	-0.2426526	-0.21496178	-0.37868837	-0.29719996	-0.08256325	-0.28651863	0.18390374	0.13801259	-0.23778467	0.27785945	-0.04292657
-0.006772258	-0.13429317	0.021311007	-0.021868384	0.16200371	0.032820966	0.07740831	0.05508371	0.087779954	0.09507748	-0.08395152	-0.06890673	0.08739315	0.027829725	0.0075369	-0.047452033
0.07946828	-0.054081675	0.055586785	0.19933662	0.2268197	0.11592831	0.051735975	0.11329428	0.22596984	0.011191839	0.16015656	-0.11299547	-0.049018037	0.17558876	-0.056211963	-0.098081395
-0.13276576	-0.038736515	-0.18491732	-0.12038443	-0.21571507	-0.04118755	-0.1471527	-0.15765373	-0.17925976	0.16872519	-0.18621136	0.0813732	0.20393689	-0.104123496	0.11934041	0.0840967
-0.13417031	0.019579329	-0.043163955	-0.050904363	-0.007811171	-0.13434139	-0.10818372	-0.15752828	-0.08348599	-0.14805494	-0.02333377	0.13795072	-0.049062517	-0.039393775	0.0012186235	-0.00051529723
-0.089958616	0.13254218	-0.02638452	-0.08783122	0.027763452	-0.22460753	-0.18940093	-0.09929666	-0.04533233	-0.361279	-0.08079267	0.15872225	-0.26677355	-0.06759032	0.002856853	0.014636904
